month,lse_orderbook_value_gbp_m,lse_orderbook_trades_count,lse_orderbook_adv_gbp_m,lse_orderbook_avg_daily_trades_count,lse_trading_days_count,turquoise_integrated_value_gbp_m,turquoise_integrated_trades_count,turquoise_integrated_adv_gbp_m,turquoise_integrated_avg_daily_trades_count,turquoise_dark_value_gbp_m,turquoise_dark_trades_count,turquoise_dark_adv_gbp_m,turquoise_dark_avg_daily_trades_count,turquoise_trading_days_count,lse_lit_uk_share_pct,turquoise_paneuropean_share_pct,gbp_eur_rate,mm_companies_eop_count,mm_companies_uk_eop_count,mm_companies_intl_eop_count,mm_marketcap_eop_gbp_mn,mm_marketcap_uk_eop_gbp_mn,mm_marketcap_intl_eop_gbp_mn,mm_new_issues_count,mm_new_issues_uk_count,mm_new_issues_intl_count,mm_cancellations_count,mm_further_issues_count,mm_money_raised_new_gbp_mn,mm_money_raised_further_gbp_mn,aim_companies_eop_count,aim_companies_uk_eop_count,aim_companies_intl_eop_count,aim_marketcap_eop_gbp_mn,aim_new_issues_count,aim_new_issues_uk_count,aim_new_issues_intl_count,aim_cancellations_count,aim_further_issues_count,aim_money_raised_new_gbp_mn,aim_money_raised_further_gbp_mn,tradeweb_volume_total_usd_tn,tradeweb_adv_total_usd_bn,tradeweb_adv_rates_usd_bn,tradeweb_adv_rates_cash_usd_bn,tradeweb_adv_rates_derivatives_usd_bn,tradeweb_adv_us_govt_bonds_usd_bn,tradeweb_adv_eu_govt_bonds_usd_bn,tradeweb_adv_mortgages_usd_bn,tradeweb_adv_other_govt_bonds_usd_bn,tradeweb_adv_swaps_swaptions_ge_1y_usd_bn,tradeweb_adv_swaps_swaptions_lt_1y_usd_bn,tradeweb_adv_credit_usd_bn,tradeweb_adv_credit_cash_usd_bn,tradeweb_adv_credit_derivatives_usd_bn,tradeweb_adv_us_hg_fully_electronic_usd_bn,tradeweb_adv_us_hy_fully_electronic_usd_bn,tradeweb_adv_european_credit_usd_bn,tradeweb_adv_municipal_bonds_usd_bn,tradeweb_adv_equities_usd_bn,tradeweb_adv_equities_cash_usd_bn,tradeweb_adv_equities_derivatives_usd_bn,tradeweb_adv_us_etf_usd_bn,tradeweb_adv_intl_etf_usd_bn,tradeweb_adv_money_markets_usd_bn,tradeweb_adv_repo_usd_bn,tradeweb_adv_other_money_markets_usd_bn,tradeweb_trading_days_blended,swapclear_notional_registered_usd_tn,swapclear_client_notional_registered_usd_tn,swapclear_trades_registered_count,swapclear_client_trades_registered_count,swapclear_notional_outstanding_eom_usd_tn,swapclear_client_notional_outstanding_eom_usd_tn,swapclear_trades_outstanding_eom_count,swapclear_client_trades_outstanding_eom_count,forexclear_notional_registered_usd_tn,forexclear_trades_registered_count,forexclear_notional_outstanding_eom_usd_tn,forexclear_trades_outstanding_eom_count,repoclear_ltd_nominal_value_eur_tn,repoclear_sa_nominal_value_eur_tn,repoclear_ltd_cash_value_eur_tn,repoclear_sa_cash_value_eur_tn,repoclear_ltd_cleared_trade_sides_count,repoclear_sa_cleared_trade_sides_count
2025-10,109283,14547782,4751,632512,23,28100,9497794,1222,412948,13579,1070368,590,46538,23,66.3,4.1,1.1478,937,788,149,4022975.297711,2911073.158583,1111902.139128,6,5,1,7,52,31.06123925,59.82034694,625,535,90,64179.001234,1,1,0,5,124,1.47627791,80.47714959,65.431598,2832.66,1707.292,559.512,1147.78,229.434,63.152,253.878,13.048,501.071,638.843,38.298,16.868,21.429,6.84,1.103,2.907,0.49,25.188,13.611,11.577,9.862,3.748,1061.883,790.61,271.273,23.1,203.793774528249,75.462733030491,1193902,453427,582.751996095028,134.435008711078,6959603,1382971,4.218321365278,824968,6.65555624498238,997053,4.55,25.51,4.29,24.91,116148,1213470
2025-11,106003,12931664,5300,646583,20,24933,8585641,1247,429282,9965,729745,498,36487,20,67.1,3.8,1.1359,930,782,148,4014487.137041,2905334.835786,1109152.301255,3,3,0,8,52,449.9999966,2081.70488852,622,533,89,63059.099832,1,1,0,4,75,39.999999,88.27280057,56.851432,2873.783,1675.356,614.241,1061.114,252.709,70.702,277.211,13.619,495.685,547.77,37.475,17.715,19.761,7.281,1.185,2.912,0.48,28.083,14.641,13.442,11.312,3.329,1132.869,828.433,304.436,19.78,169.692268444503,62.141983456399,1060439,399215,584.423139790645,137.343588395923,6914726,1400376,4.0812571595155696,762964,7.21601198128752,1116242,4.32,22.16,4.13,21.61,114010,1036488
2025-12,99133,11448302,4721,545157,21,20263,7064429,965,336401,7536,588677,359,28032,21,67.7,3.4,1.1431,926,776,150,4121991.714101,2960923.018836,1161068.695265,3,0,3,9,64,374.37666947,912.41684057,619,530,89,64518.663924,4,3,1,8,105,24.83595468,173.04732606,62.998506,2780.566,1641.937,506.053,1135.885,222.106,53.363,220.197,10.386,572.36,556.918,25.465,14.345,11.119,6.729,0.8,2.077,0.509,28.456,13.618,14.838,10.269,3.349,1084.708,787.717,296.991,22.66,164.988136262632,61.320474631593,1185032,469999,543.038656544998,118.111668811111,6832784,1369700,4.29592227905158,825398,5.82511313785221,855606,4.05,22.54,3.88,21.85,109770,994288
2026-01,121276,14495045,5775,690240,21,29374,9887681,1399,470842,13019,1013577,620,48266,21,64.3,3.9,1.1512,920,771,149,4242159.857164,3041235.261121,1200924.596043,1,1,0,7,64,0,82.06302541,616,527,89,68130.279384,3,2,1,6,88,4.98310869,62.74974101,65.477022,3078.23,1849.468,671.421,1178.047,267.749,79.412,310.114,14.146,591.022,578.312,39.153,20.101,19.052,8.271,1.106,3.482,0.428,30.425,15.788,14.637,10.915,4.873,1159.185,857.925,301.26,21.27,192.149760240819,65.268096837721,1304547,479467,593.240709764069,134.069781692722,7168494,1445808,5.35159883774475,993375,7.45435775295781,1154534,4.47,24.95,4.29,24.32,117478,1129528
2026-02,136950,16539767,6848,826988,20,32268,11076023,1613,553801,16216,1216422,811,60821,20,65.1,4,1.1493,921,772,149,4465178.580955,3223311.818945,1241866.76201,3,2,1,1,56,8.74999905,290.87268086,613,526,87,68548.140081,0,0,0,3,107,0,327.30229666,61.792101,3069.524,1814.601,609.231,1205.37,268.368,77.27,249.174,14.419,554.476,636.796,46.153,20.514,25.639,8.825,0.976,3.46,0.457,27.22,15.599,11.621,10.777,4.822,1181.55,866.442,315.108,20.13,185.617480501288,64.930700248231,1175226,449035,612.101819801405,144.734859875169,7328333,1497089,4.6648755329608305,820729,7.84864217386304,1199327,4.32,24.16,4.15,23.68,110668,1078472
2026-03,168723,21124329,7669,960197,22,35110,12763250,1596,580148,17103,1501690,777,68259,22,66.9,3.7,1.1537,913,764,149,4124439.040584,2960926.371085,1163512.669499,2,1,1,10,78,0,228.42343255,612,524,88,62478.030312,5,4,1,6,111,51.29046642,2078.40077629,87.001889,3847.016,2534.869,721.618,1813.25,310.07,80.768,315.788,14.992,949.804,851.272,116.762,20.6,96.162,9.451,1.256,3.246,0.421,39.114,19.911,19.203,13.845,6.066,1156.272,859.087,297.185,22.62,270.857117805705,99.450496667112,1986557,812031,602.43511766251,138.323664012061,7596199,1526703,6.1140303649482695,1281596,7.75852056322791,1327875,5.03,27.18,4.79,26.25,132584,1226422
2026-04,126483,17557277,6324,877864,20,26831,9952923,1342,497646,13634,1232265,682,61613,20,66.1,3.6,1.1494,908,760,148,4148273.234604,3029485.041477,1118788.193127,2,2,0,6,101,0,313.87075752,609,521,88,68239.931025,2,2,0,5,96,11.0437838,239.71432806,62.228395,2893.145,1655.767,563.204,1092.563,240.248,61.922,248.355,12.68,575.066,510.23,50.102,18.392,31.709,7.809,1.345,2.946,0.432,26.613,14.26,12.354,9.438,4.822,1160.662,881.408,279.255,21.51,153.623020112627,52.565560264496,1278435,483779,637.448685385125,150.344301537551,7702751,1543005,5.22240238409589,1007550,8.01957795968062,1286880,4.35,24.56,4.11,23.63,111696,1095620
2026-05,126963,16690179,6682,878430,19,25812,9415815,1229,448372,12426,1214025,592,57811,21,67.5,3.4,1.1549,909,760,149,4186060.313845,3050066.818317,1135993.495528,3,2,1,4,59,24.99999904,969.83130022,605,517,88,65974.469048,3,3,0,7,107,1.999259,77.76213711,62.300785,2986.381,1745.129,617.947,1127.182,282.741,64.092,257.469,13.644,608.853,494.379,38.605,19.619,18.985,8.909,1.096,3.045,0.473,31.405,15.067,16.339,10.792,4.274,1171.242,899.018,272.224,20.86,158.29304520082,59.086667337667,1235485,481533,628.198983268388,146.063235977098,7843232,1571666,5.228944786304769,1143941,8.62678320356063,1475067,4.04,25.82,3.81,24.91,106192,1205030
2026-06,146827,18402449,6674,836475,22,28264,9952463,1285,452385,14400,1344169,655,61099,22,69.2,3.5,1.1574,905,758,147,4128337.540822,3046459.49287,1081878.047952,0,0,0,4,41,0,222.28196224,605,517,88,62259.879111,3,2,1,3,101,19.36163947,251.58971087,69.66877,3155.354,1924.194,606.717,1317.477,269.017,67.253,257.062,13.384,721.582,586.495,39.619,20.154,19.465,9.311,1.16,3.468,0.448,38.86,18.632,20.227,14.114,4.518,1152.681,874.161,278.52,22.08,208.663561752545,76.801686652825,1493310,586223,609.422373803989,145.227679375014,7920381,1570877,6.17602279382883,1243394,8.24322345772802,1400655,,,,,,
2026-07,131315,17940342,5709,780015,23,30827,10626329,1340,462014,14554,1325577,633,57634,23,65.9,4,1.171,904,757,147,4253398.855454,3150732.330654,1102666.5248,2,1,1,3,51,0,19.41794857,598,511,87,60461.434513,2,1,1,9,107,4.866963,143.73811779,67.497639,2927.614,1751.142,574.239,1176.903,258.026,61.449,241.398,13.366,564.528,604.288,39.998,18.934,21.063,8.417,0.965,2.963,0.456,31.452,15.409,16.043,11.434,3.975,1105.022,832.868,272.155,23.06,187.700244908995,68.435868092094,1384552,537501,619.743712293134,147.300500054816,8094802,1611214,5.70376537613027,1276010,8.42845385602573,1495054,,,,,,
