month,trading_days,adt_cash_total_jpytn,adt_cash_stocks_jpytn,adt_cash_dom_stocks_jpytn,adt_cash_etfreit_jpytn,val_cash_total_jpytn,val_cash_dom_stocks_jpytn,adv_cash_dom_shares_mn,vol_cash_dom_shares_mn,mktcap_eom_jpytn,deriv_trading_days,adv_deriv_total_lgeq_kcontracts,adv_deriv_fin_lgeq_kcontracts,adv_deriv_index_lgeq_kcontracts,adv_deriv_rates_lgeq_kcontracts,adv_deriv_cmdty_lgeq_kcontracts,adv_deriv_total_raw_kcontracts,adv_deriv_index_raw_kcontracts,adv_deriv_rates_raw_kcontracts,adv_deriv_cmdty_raw_kcontracts,adnv_deriv_total_jpytn,cmdty_proforma,adv_n225_futures_kcontracts,adv_n225_mini_kcontracts,adv_n225_micro_kcontracts,adv_n225_lgeq_kcontracts,adv_topix_futures_kcontracts,adv_minitopix_futures_kcontracts,adv_topix_lgeq_kcontracts,adv_n225_options_kcontracts,adv_n225_mini_options_kcontracts,adnv_n225_options_jpybn,adv_jgb10y_futures_kcontracts,adv_secoptions_kcontracts,oi_n225_futures_contracts,oi_n225_mini_contracts,oi_n225_micro_contracts,oi_topix_futures_contracts,oi_n225_options_contracts,oi_jgb10y_futures_contracts,ipo_public_offerings,ipo_funds_jpybn
2014-12,21,3.122361823,2.876858013,2.876660061,0.24550381,65.569598,60.409861,3112.168314,65355.535,524.899634,21,793.761719,691.459776,641.6157,49.844076,102.301943,1702.108571,1542.658286,49.922762,109.527524,13.608091885,1,150.655286,979.225857,,248.577871,139.993714,21.932571,142.186971,178.372619,,33.542499,46.05781,1.836571,439623,622140,,561656,2430568,96722,24,50.049
2015-01,19,3.002414719,2.742396877,2.742241877,0.260017842,57.04588,52.102596,2997.030926,56943.588,528.879386,19,627.576126,526.741889,481.318342,45.423547,100.834237,1654.435737,1499.85,45.775211,108.810526,10.732669095,1,113.669,1109.317632,,224.600763,62.888842,22.384211,65.127263,151.950053,,28.836057,37.457263,2.055842,489229,706260,,544543,2318598,101054,0,0
2015-02,19,3.36131514,3.11362935,3.113437666,0.247685789,63.864988,59.155316,3168.563379,60202.704,567.328148,19,533.381805,444.419753,405.158411,39.261342,88.962053,1239.733737,1104.473474,39.654737,95.605526,9.127757852,1,80.048789,760.993684,,156.148158,62.323421,16.023053,63.925726,147.405684,,25.122874,34.085211,3.628421,503830,642007,,640352,2424974,108208,4,4.623
2015-03,22,3.38720157,3.086372251,3.086240115,0.300829318,74.518435,67.897283,2777.508277,61105.182,575.462849,22,731.598295,648.944223,598.495723,50.4485,82.654073,1597.3015,1457.6635,50.651409,88.986591,13.734004891,1,135.245545,931.783727,,228.423918,144.791818,22.847136,147.076532,156.133955,,30.390515,45.667318,1.280864,424925,435055,,649001,2441034,86861,15,7.396
2015-04,21,3.325242059,3.03922363,3.039112725,0.286018429,69.830083,63.821367,2796.266119,58721.588,591.899452,21,537.406824,454.331562,422.875005,31.456557,83.075262,1353.274571,1233.481476,31.611571,88.181524,8.754190294,1,86.955524,881.085619,,175.064086,59.224143,19.588238,61.182967,144.538429,,24.508292,27.076143,4.523333,448304,524985,,663392,2495220,95221,12,21.265
2015-05,18,3.558476902,3.315695291,3.315586736,0.242781611,64.052584,59.680561,3222.307028,58001.526,620.339967,18,519.460406,439.929967,398.096567,41.8334,79.530439,1280.632056,1144.418167,42.033,94.180889,9.716597387,1,80.766333,815.464556,,162.312789,54.935667,13.781667,56.313833,136.029444,,23.74866,35.586,4.845111,473972,584106,,698779,2586326,109321,0,0
2015-06,22,3.388215273,3.118988864,3.118854955,0.269226409,74.540736,68.614809,2956.013955,65032.307,607.042764,22,716.403368,638.77105,581.329318,57.441732,77.632318,1644.313182,1494.265591,57.616045,92.431545,14.602986327,1,125.522455,996.381682,,225.160623,132.735318,17.991955,134.534514,153.696045,,24.077288,50.643773,5.922045,377805,474566,,629209,2283914,100062,8,12.618
2015-07,22,3.38523916,3.088019887,3.087894796,0.297219273,74.475262,67.933686,2998.791045,65973.403,619.100455,22,578.337386,488.641436,456.139168,32.502268,89.69595,1562.933227,1420.829818,32.686727,109.416682,9.540345754,1,94.1295,1054.977455,,199.627245,62.501318,16.901045,64.191423,153.8075,,24.748756,27.984227,2.040727,410067,628808,,615499,2378175,100717,4,1.169
2015-08,21,3.88056221,3.505017115,3.504938115,0.375545095,81.491806,73.6037,3202.895638,67260.808,573.460247,21,801.425186,704.552462,675.08479,29.467671,96.872724,2233.03281,2089.131619,29.540143,114.361048,11.565714198,1,153.646333,1542.819095,,307.928243,86.490905,28.344048,89.32531,214.182286,,40.499046,25.593143,6.063,480834,826885,,630591,2599073,113552,6,6.966
2015-09,19,3.457093292,3.034432713,3.034377871,0.422660579,65.684773,57.65318,2881.1515,54741.878,527.522405,19,878.274637,785.207189,733.363189,51.844,93.067447,2057.808105,1896.422579,51.932105,109.453421,15.454973916,1,181.028,1272.193526,,308.247353,162.796368,20.094684,164.805837,179.944895,,39.072007,48.268053,1.952632,403287,416068,,551130,2535478,92726,6,3.099
2015-10,21,3.118409767,2.836142481,2.836085243,0.282267286,65.486605,59.55779,2632.175895,55275.694,580.989792,21,508.478224,428.56441,400.634138,27.930271,79.913814,1339.791,1216.262095,27.974286,95.554619,7.996566782,1,85.095905,894.982429,,174.594148,57.966905,11.270857,59.09399,132.37919,,25.134218,24.407667,3.191905,427790,536370,,569612,2556586,104279,4,4.96
2015-11,19,3.249672336,2.982403389,2.982281178,0.267268947,61.743774,56.663342,2679.742968,50915.116,602.454986,19,511.177237,429.564663,399.300516,30.264147,81.612574,1310.317842,1179.417105,30.289158,100.611579,8.642419968,1,85.272737,857.590474,,171.031784,59.252895,9.205737,60.173468,136.736053,,21.148739,27.419842,2.861368,511545,660963,,666478,2566399,114247,4,5.355
2015-12,21,3.103473922,2.822637398,2.822455922,0.280836524,65.172952,59.271574,2645.003752,55545.079,589.788804,21,714.928014,629.84869,584.7049,45.14379,85.079324,1648.738762,1502.684714,45.202333,100.851714,13.35920156,1,135.080476,1007.305381,,235.811014,140.91419,12.67219,142.18141,149.54981,,22.596593,42.216095,2.643048,416962,370373,,602235,1778198,95509,16,15.615
2016-01,19,3.611370201,3.15540299,3.154864569,0.455967211,68.616034,59.942427,3091.941947,58746.897,547.753283,19,789.661984,677.442395,639.655237,37.787158,112.219589,2321.607632,2154.983105,37.823632,128.800895,12.210100232,1,154.412,1658.341421,,320.246142,88.694789,25.356211,91.230411,193.872789,,55.642692,33.873053,3.245895,512540,674394,,581970,2084436,106910,0,0
2016-02,20,3.844776765,3.393959415,3.392957865,0.45081735,76.895535,67.859157,3599.375265,71987.505,497.814291,20,699.3329,587.88887,549.883305,38.005565,111.44403,1954.13255,1782.6336,38.14295,133.356,10.863881033,1,130.25935,1356.50525,,265.909875,81.80495,13.2173,83.12668,169.9505,,46.584666,33.3646,2.6806,528607,645756,,593672,2158721,91527,1,0.148
2016-03,22,3.095778497,2.759066042,2.757363451,0.336712455,68.107127,60.661996,2798.316759,61562.969,517.597959,22,660.095723,568.118464,525.596136,42.522327,91.977259,1510.530909,1355.038182,42.566591,112.926136,11.870910237,1,133.021545,905.786682,,223.600214,133.002,15.815591,134.583559,120.038455,,23.491977,39.402591,1.935364,431555,361567,,527406,2011191,72371,19,20.731
2016-04,20,3.290092599,2.918198199,2.914202049,0.3718944,65.801852,58.284041,2901.00489,58020.098,514.431312,20,595.10199,498.836205,469.58719,29.249015,96.265785,1562.0487,1416.26245,29.2541,116.53215,8.495001228,1,104.9298,1035.8304,,208.51284,68.4371,16.031,70.0402,152.1059,,36.122458,24.99345,3.83415,485156,547837,,530633,2183639,76690,4,4.753
2016-05,19,2.901284892,2.623622681,2.618150418,0.277662211,55.124413,49.744858,2535.674168,48177.809,529.918536,19,457.210689,368.2973,343.972295,24.325005,88.913389,1180.548053,1046.707263,24.330263,109.510526,6.615399138,1,71.476053,773.362632,,148.812316,52.458053,7.454,53.203453,116.830158,,20.976875,20.808053,4.329579,515878,602605,,528514,2187649,88410,0,0
2016-06,22,2.937756798,2.603471434,2.590917025,0.334285364,64.63065,57.000175,2524.797218,55545.539,480.688673,22,706.253459,614.2128,571.240914,42.971886,92.040659,1572.0825,1414.224318,42.988455,114.869727,11.695860168,1,135.699682,923.885045,,228.088186,135.957318,12.763182,137.233636,149.023455,,28.644807,38.603364,4.946682,476988,428297,,481659,2170788,72109,10,4.556
2016-07,20,3.153430868,2.834827118,2.833223818,0.31860375,63.068617,56.664476,2526.231625,50524.632,508.621409,20,529.45231,429.440515,400.16381,29.276705,100.011795,1338.98195,1187.8205,29.28395,121.8775,7.626907242,1,80.74665,866.8237,,167.42902,62.5163,8.3504,63.35134,136.66475,,26.391436,24.51695,6.8514,478708,493868,,475657,2284582,80729,5,116.491
2016-08,22,2.677977095,2.463133868,2.462788686,0.214843227,58.915496,54.181351,2303.896223,50685.717,508.722053,22,415.100414,343.226691,315.025964,28.200727,71.873723,1045.669364,928.871864,28.206455,88.591045,6.740445361,1,69.426955,675.2485,,136.951805,51.088136,6.8025,51.768386,102.721818,,16.016293,23.587318,3.701864,498011,555477,,455573,2187588,79389,1,1.793
2016-09,20,2.657897846,2.442832046,2.442274696,0.2150658,53.157957,48.845494,2315.4516,46309.032,507.604081,20,589.73155,519.92169,479.058245,40.863445,69.80986,1284.197,1158.00695,40.87465,85.3154,10.762934238,1,115.5968,745.09025,,190.105825,133.4037,9.2972,134.33342,106.18105,,18.938412,36.6072,2.97615,402449,428698,,444898,2192037,58654,10,4.267
2016-10,20,2.590985223,2.404987923,2.404707373,0.1859973,51.819704,48.094147,2220.211875,44404.238,534.367811,20,415.38566,347.400045,325.98377,21.416275,67.985615,1038.37805,933.0821,21.4219,83.87405,6.075050922,1,62.1393,666.53065,,128.792365,59.0073,8.02305,59.809605,110.0303,,19.957321,18.80045,4.1707,445065,419346,,504808,2317869,67210,4,6.06
2016-11,20,3.480856617,3.188641617,3.188282017,0.292215,69.617132,63.76564,2976.00109,59520.022,560.39305,20,653.73329,553.514825,520.03408,33.480745,100.218465,1646.9344,1490.8657,33.4888,122.5799,9.863356508,1,116.06135,1068.39065,,222.900415,83.6768,10.31115,84.707915,181.15595,,38.420574,29.36895,3.4048,537647,542481,,551216,2516050,89409,6,11.442
2016-12,21,3.395349447,3.146297162,3.145656543,0.249052286,71.302338,66.058787,2870.709229,60284.894,579.596623,21,662.317081,578.767162,539.949367,38.817795,83.549919,1453.798238,1315.451381,38.826238,99.520619,12.059944403,1,135.222,849.825381,,220.204538,145.754,11.843524,146.938352,121.874333,,27.412573,36.013,3.200238,449752,579972,,562313,1911257,80838,12,5.541
2017-01,19,3.070579803,2.824567487,2.824223593,0.246012316,58.341016,53.660248,2501.396005,47526.524,580.817362,19,525.439737,439.1669,411.721379,27.445521,86.272837,1465.442,1333.488211,27.447842,104.505947,8.564093994,1,88.195211,1016.552211,,189.850432,67.332632,7.633158,68.095947,126.052474,,23.094194,23.936263,2.906842,470346,517650,,574237,1891351,95272,1,0.225
2017-02,20,2.945184105,2.753829105,2.753711455,0.191355,58.903682,55.074229,2489.864455,49797.289,587.023424,20,466.53495,388.43719,357.59994,30.83725,78.09776,1298.40215,1171.6323,30.8413,95.92855,8.268876821,1,70.4842,896.2287,,160.10707,60.47095,8.2517,61.29612,110.73525,,20.156543,26.681,3.5136,490252,564160,,608015,2023435,108938,4,1.527
2017-03,22,2.907895245,2.723368563,2.723092427,0.184526682,63.973695,59.908033,2352.061791,51745.359,580.72022,22,622.254295,551.534655,512.536636,38.998018,70.719641,1406.116955,1274.549455,39.005955,92.561545,12.01005596,1,120.727409,835.737591,,204.301168,147.247818,10.943318,148.34215,108.544955,,22.109285,36.614818,2.723682,431832,485725,,597767,1998781,80172,19,18.074
2017-04,20,2.963225528,2.758160028,2.757997228,0.2050655,59.264511,55.159945,2458.33609,49166.722,586.797159,20,510.495735,446.46112,418.578545,27.882575,64.034615,1355.3617,1244.17955,27.8909,83.29125,8.261244933,1,86.52765,907.2034,,177.24799,66.38295,10.13105,67.396055,137.46105,,27.137192,24.5083,4.4474,461461,539441,,606901,2204905,90407,4,11.144
2017-05,20,3.211357073,3.029063223,3.028963223,0.18229385,64.227141,60.579264,2417.42834,48348.567,601.132623,20,458.67563,385.71995,359.26575,26.4542,72.95568,1238.82605,1119.50025,26.45645,92.86935,7.85953331,1,71.3735,834.02075,,154.775575,63.772,10.68425,64.840425,116.24885,,19.136761,23.60005,3.94685,501004,586450,,691886,2240625,93415,0,0
2017-06,22,3.239991796,3.057905251,3.057783478,0.182086545,71.27982,67.271237,2486.2791,54698.14,616.743946,22,633.158182,558.9533,514.888723,44.064577,74.204882,1424.347909,1284.680364,44.0755,95.592045,12.800206263,1,112.082727,840.031045,,196.085832,150.931045,15.293,152.460345,111.780045,,17.40206,40.864545,4.633409,416007,402348,,628603,2089478,86328,6,1.989
2017-07,20,2.984692499,2.823992298,2.823940348,0.1607002,59.69385,56.478807,2442.156645,48843.133,619.505958,20,441.343685,352.69686,322.311055,30.385805,88.646825,1073.69875,932.4697,30.3989,110.83015,7.794332326,1,54.81015,663.4023,,121.15038,60.93875,14.55175,62.393925,108.8362,,12.843409,27.18665,4.12125,437643,482553,,634939,2126079,97479,4,3.214
2017-08,22,2.812774197,2.662306333,2.662231106,0.150467864,61.881032,58.569084,2247.820432,49452.05,620.136873,22,462.431341,384.135727,353.593686,30.542041,78.295614,1152.926273,1020.611545,30.546909,101.767818,8.127064756,1,65.915364,725.508455,,138.466209,63.054545,15.6225,64.616795,115.769136,,16.349068,27.178091,3.881909,476073,600751,,669847,2297473,101996,3,2.073
2017-09,20,3.220541274,3.044744124,3.044438324,0.17579715,64.410825,60.888766,2367.75932,47355.186,643.10261,20,727.90637,646.606035,591.46411,55.141925,81.300335,1531.6677,1366.66525,55.15205,109.8504,14.937926219,1,128.0731,842.08555,,212.281655,169.6846,19.24905,171.609505,148.89805,,26.122117,50.67385,4.2427,409485,464028,,647913,2353086,92604,7,15.738
2017-10,21,3.56372914,3.344738807,3.341749426,0.218990333,74.838312,70.176738,2228.735771,46803.451,677.30577,21,580.116057,513.235514,479.1209,34.114614,66.880543,1454.749048,1331.915,34.123143,88.710905,10.133018767,1,89.901857,927.33019,,182.634876,76.508762,20.21881,78.530643,177.798333,,35.01144,30.65619,3.660048,489142,551177,,737012,2658777,90875,7,3.659
2017-11,20,4.254332314,3.929313464,3.928836614,0.32501885,85.086646,78.576732,2470.533915,49410.678,688.669408,20,717.14448,646.789625,605.907935,40.88169,70.354855,1999.68365,1865.68955,40.8852,93.1089,13.172145488,1,114.4883,1374.75145,,251.963445,89.8949,25.0059,92.39549,206.7983,,41.805344,36.6158,3.25105,530693,689317,,759657,2885125,116458,6,2.651
2017-12,21,3.301959139,3.094231948,3.093924758,0.20772719,69.341142,64.97242,2122.975114,44582.477,700.982591,21,653.618157,582.868667,531.281676,51.58699,70.74949,1448.656762,1299.476333,51.593762,97.586667,14.887568336,1,114.46419,835.604048,,198.024595,158.885143,17.945571,160.6797,118.68481,,23.859885,47.805667,3.141952,413373,683633,,665711,2083846,96251,14,7.886
2018-01,19,3.967385879,3.68785109,3.687065195,0.279534789,75.380332,70.054239,2257.146132,42885.776,710.360556,19,603.215237,509.159984,468.221968,40.938016,94.055253,1592.823053,1421.862158,40.941,130.019895,11.879348246,1,88.679579,1044.255474,,193.105126,73.180789,15.344737,74.715263,155.470105,,24.467352,36.763842,4.553947,430838,771421,,626310,2178208,113420,0,0
2018-02,19,4.317374477,3.913711161,3.912388056,0.403663316,82.030115,74.335373,2292.819458,43563.57,684.628303,19,801.724089,706.979342,667.577053,39.402289,94.744747,2235.814211,2068.972263,39.404421,127.437526,13.996250709,1,134.509842,1532.843684,,287.794211,101.395789,24.262105,103.822,213.342789,,47.652597,35.956947,6.863,532779,1041526,,629991,2361302,133660,2,1.687
2018-03,21,3.661516771,3.325339961,3.324195438,0.33617681,76.891852,69.808104,1937.708886,40691.887,665.263688,21,846.402938,768.950424,716.822681,52.127743,77.452514,2114.754714,1954.602238,52.136571,108.015905,17.321999521,1,165.576524,1353.219429,,300.898467,181.611429,22.09119,183.820548,163.673714,,34.675893,49.360714,2.44081,436080,552300,,563163,2243837,117060,12,13.189
2018-04,20,3.278139097,3.033017297,3.032174397,0.2451218,65.562782,60.643488,1889.05331,37781.066,686.834873,20,509.12859,436.141875,399.264395,36.87748,72.986715,1393.46495,1266.18215,36.87955,90.40325,10.128871257,1,76.4275,949.01185,,171.328685,60.82985,14.2301,62.25286,133.37705,,23.307249,33.3068,3.1254,428815,438140,,592519,2225331,124720,8,3.113
2018-05,21,3.426932738,3.231189262,3.230513024,0.195743476,71.965587,67.840773,2026.337595,42553.09,676.271884,21,452.074271,377.126338,344.517971,32.608367,74.947933,1094.542048,968.033429,32.610381,93.898238,8.931171781,1,63.238286,678.605238,,131.09881,59.407571,14.189714,60.826543,119.20581,,21.195606,30.539095,7.290667,454073,472900,,632171,2316595,137187,1,3.75
2018-06,21,3.247436183,3.042438564,3.04155404,0.204997619,68.19616,63.872635,1948.280957,40913.9,670.459427,21,660.825205,581.133367,529.899495,51.233871,79.691838,1509.008714,1357.103381,51.239571,100.665762,15.113694028,1,113.977952,901.27381,,204.105333,157.759905,17.841619,159.544067,112.34,,17.599441,48.85319,2.267143,382585,332000,,575329,2044763,116142,11,61.666
2018-07,21,3.11587156,2.874176227,2.872883846,0.241695333,65.433303,60.330561,1749.036029,36729.757,677.5857,21,503.062343,431.10631,393.847929,37.258381,71.956033,1351.13381,1228.710429,37.284524,85.138857,10.063628695,1,72.829095,911.231381,,163.952233,66.828762,16.393619,68.468124,125.495857,,16.303704,32.886667,1.987048,416816,403264,,570234,2078617,130382,8,33.851
2018-08,23,2.938080661,2.732752791,2.731435878,0.20532787,67.575855,62.823025,1695.966543,39007.23,671.161017,23,463.770952,391.50387,349.031752,42.472117,72.267083,1265.557565,1136.368696,42.521696,86.667174,10.496985972,1,65.743435,860.895826,,151.833017,54.993913,13.923,56.386213,111.106087,,13.302291,38.949783,3.195652,440292,450346,,547843,2117407,142655,2,1.425
2018-09,18,3.557051328,3.286784717,3.285687939,0.270266611,64.026924,59.142383,1943.225467,34978.058,701.533766,18,765.782839,695.255817,634.117983,61.137833,70.527022,1769.569444,1627.298833,61.153333,81.117278,17.982952755,1,140.316056,1080.790722,,248.395128,186.251889,22.743556,188.526244,135.731833,,21.471781,58.108444,1.997278,420954,748710,,619617,2113535,122608,10,13.39
2018-10,22,3.898094744,3.531334971,3.530589426,0.366759773,85.758084,77.672967,2038.879818,44855.356,634.805553,22,729.079655,652.711873,613.739632,38.972241,76.367782,2273.697591,2148.796364,38.976864,85.924364,14.147224546,1,126.493864,1682.300909,,294.723955,99.501818,23.317682,101.833586,172.980864,,34.061134,36.123682,3.407182,430092,638144,,531169,2254097,131186,9,10.34
2018-11,21,3.460106255,3.188447969,3.188024446,0.271658286,72.662231,66.948513,1904.4163,39992.742,644.449272,21,551.677071,477.087729,435.299319,41.78841,74.589343,1567.403952,1442.642619,41.792524,82.96881,11.650083039,1,86.019286,1104.939952,,196.513281,69.080333,14.330381,70.513371,135.075762,,24.617267,39.078381,3.488286,489998,613857,,528257,2301869,144526,2,0.759
