month,report_date,filing_date,accession,days_in_period,payment_rate_pct,portfolio_yield_pct,excess_spread_pct_group1,n_series_at_that_es,ending_principal_receivables_usd,ending_total_receivables_usd,ending_total_principal_balance_usd,ending_transferor_amount_usd,beginning_accounts,ending_accounts,total_fc_collections_usd,fc_collections_excl_recoveries_usd,recoveries_usd,total_principal_collections_usd,new_principal_receivables_usd,defaulted_amount_usd,net_default_amount_usd,ann_default_rate_pct,ann_recovery_rate_pct,ann_default_rate_net_pct,dq3160_usd,dq3160_pct,dq6190_usd,dq6190_pct,dq91120_usd,dq91120_pct,dq120p_usd,dq120p_pct,dq30p_usd,dq30p_pct
2021-09,2021-09-30,2021-10-15,0001193125-21-299769,30.0,45.511,27.6137,22.6972,5,23702482777.18,24674940685.83,23702482777.18,13652053777.18,15583400.0,15558785.0,565676685.0,550777616.56,14899068.44,10881973449.85,10696786704.94,22995253.26,8096184.82,1.1804,0.76,0.4156,39397403.0,0.16,25713352.0,0.1,21172258.0,0.09,28786791.0,0.12,115069804.0,0.47
2021-10,2021-10-31,2021-11-15,0001193125-21-329359,31.0,44.7421,26.2292,22.1939,5,24536202138.96,25515666468.67,24536202138.96,14484581138.96,15558785.0,15553269.0,553355659.55,539310911.04,14044748.51,10958500122.82,11817558782.49,25339297.89,11294549.38,1.216,0.67,0.542,39969062.0,0.16,28461769.0,0.11,21005292.0,0.08,29317543.0,0.11,118753666.0,0.47
2021-11,2021-11-30,2021-12-15,0001193125-21-357638,30.0,47.2387,27.5217,23.1223,6,25242860373.69,26219064607.19,25242860373.69,12048380373.69,15553269.0,15548027.0,579456790.52,564399012.38,15057778.14,11590574037.78,12321666255.12,24433982.61,9376204.47,1.1777,0.73,0.4519,40654690.0,0.16,28870077.0,0.11,23704904.0,0.09,31090974.0,0.12,124320645.0,0.47
2021-12,2021-12-31,2022-01-18,0001193125-22-010901,31.0,48.7395,26.4558,22.9169,6,25607950596.47,26587112136.3,25607950596.47,12414662596.47,15548027.0,15511053.0,593357441.07,579721867.87,13635573.2,12713355250.23,13104612740.19,26167267.18,12531693.98,1.2031,0.63,0.5762,40689915.0,0.15,28494192.0,0.11,23660521.0,0.09,32980086.0,0.12,125824713.0,0.47
2022-01,2022-01-31,2022-02-15,0001193125-22-043104,31.0,45.8378,26.7593,23.2261,6,24432764658.33,25424580286.87,24432764658.33,11239476658.33,15511053.0,15505971.0,605264254.1,592459081.46,12805172.64,12129403090.09,10977487668.4,23270516.45,10465343.81,1.1214,0.62,0.5043,39912291.0,0.16,28481538.0,0.11,23600573.0,0.09,35634995.0,0.14,127629396.0,0.5
2022-02,2022-02-28,2022-03-15,0001193125-22-075677,28.0,48.6748,28.6925,22.3665,6,24202773571.89,25193096460.11,24202773571.89,11814084571.89,15505971.0,15500489.0,563652360.29,552857737.97,10794622.32,11099752505.26,10895632256.19,25870837.37,15076215.05,1.3934,0.58,0.812,45016252.0,0.18,27902104.0,0.11,23560288.0,0.09,36914521.0,0.15,133393166.0,0.53
2022-03,2022-03-31,2022-04-15,0001193125-22-106556,31.0,48.3243,26.1939,22.7851,6,25015816925.07,26017036380.78,25015816925.07,12912840925.07,15500489.0,15458477.0,568162556.69,551666379.61,16496177.08,12085684921.31,12928454894.82,29726620.33,13230443.25,1.3991,0.78,0.6227,42187069.0,0.16,29270808.0,0.11,22292615.0,0.09,35523963.0,0.14,129274455.0,0.5
2022-04,2022-04-30,2022-05-16,0001193125-22-151243,30.0,50.2344,28.3234,24.1402,5,25266529779.0,26280499784.01,25266529779.0,14877840779.0,15458477.0,15452340.0,610158639.68,596947423.75,13211215.93,12566537329.25,12845053634.97,27803451.79,14592235.86,1.3388,0.64,0.7027,36129004.0,0.14,29463345.0,0.11,23439644.0,0.09,34452899.0,0.13,123484892.0,0.47
2022-05,2022-05-31,2022-06-15,0001193125-22-174352,31.0,48.1483,26.8398,23.3517,6,25872653242.64,26917829233.81,25872653242.64,12341105242.64,15452340.0,15446297.0,603347568.32,590619093.76,12728474.56,12570922452.2,13204431716.54,27385800.7,14657326.14,1.2463,0.58,0.667,38400279.0,0.14,24881807.0,0.09,24471084.0,0.09,34505355.0,0.13,122258524.0,0.45
2022-06,2022-06-30,2022-07-15,0001193125-22-194573,30.0,50.2725,28.1985,23.4904,6,25770458223.33,26833992850.98,25770458223.33,12238910223.33,15446297.0,15410209.0,624139486.64,611062720.15,13076766.49,13006839080.41,12929137458.12,24493397.02,11416630.53,1.1564,0.62,0.539,38079368.0,0.14,27136364.0,0.1,20864560.0,0.08,36327578.0,0.14,122407871.0,0.46
2022-07,2022-07-31,2022-08-15,0001193125-22-220960,31.0,47.4866,27.3417,23.5442,6,25894011512.97,26991940566.75,25894011512.97,12937178512.97,15410209.0,15404915.0,623827628.35,611603795.65,12223832.7,12645435470.67,12794383176.86,25394416.55,13170583.85,1.1547,0.56,0.5989,41654617.0,0.15,26952808.0,0.1,22391611.0,0.08,34275537.0,0.13,125274573.0,0.46
2022-08,2022-08-31,2022-09-15,0001193125-22-245426,31.0,48.2613,27.8027,23.7218,7,25773924457.62,26897849650.3,25773924457.62,10245656457.62,15404915.0,15399522.0,636567388.46,623088652.62,13478735.84,12913337791.84,12818375312.56,25124576.07,11645840.23,1.1478,0.62,0.532,43560228.0,0.16,28142463.0,0.1,22807872.0,0.08,33573188.0,0.12,128083751.0,0.48
2022-09,2022-09-30,2022-10-17,0001193125-22-263500,30.0,48.4774,28.9253,23.8293,6,25577299616.32,26712946995.8,25577299616.32,11420462616.32,15399522.0,15356619.0,637194153.54,625232692.98,11961460.56,12494536471.68,12322351049.83,24439419.45,12477958.89,1.1625,0.57,0.5936,48443656.0,0.18,31933039.0,0.12,23729857.0,0.09,35266359.0,0.13,139372910.0,0.52
2022-10,2022-10-31,2022-11-15,0001193125-22-285473,31.0,46.3166,27.5005,23.2959,5,26001655865.57,27181607511.02,26001655865.57,12700769865.57,15356619.0,15351243.0,622820858.73,611771453.12,11049405.61,12241413033.46,12691191685.43,25422402.72,14372997.11,1.1512,0.5,0.6508,51575747.0,0.19,33520437.0,0.12,26236445.0,0.1,36402373.0,0.13,147735002.0,0.54
2022-11,2022-11-30,2022-12-15,0001193125-22-305690,30.0,48.1801,28.9921,23.4382,6,26470245025.32,27674098197.13,26470245025.32,12026500025.32,15351243.0,15345468.0,647632967.4,636120417.57,11512549.83,12527632522.49,13024257937.97,28036255.73,16523705.9,1.2886,0.53,0.7595,52442500.0,0.19,35906893.0,0.13,26856449.0,0.1,39040326.0,0.14,154246168.0,0.56
2022-12,2022-12-31,2023-01-17,0001193125-23-009158,31.0,48.6504,28.29,23.8715,6,27231196692.93,28460895117.72,27231196692.93,12788643692.93,15345468.0,15300615.0,663791717.79,652847030.89,10944686.9,13307154144.57,14095894214.01,27788401.83,16843714.93,1.2015,0.47,0.7283,54384072.0,0.19,38270487.0,0.13,29693153.0,0.1,41956768.0,0.15,164304480.0,0.58
2023-01,2023-01-31,2023-02-15,0001193125-23-039804,31.0,47.6057,28.7147,24.3043,6,26119673939.9,27379908180.27,26119673939.9,11677120939.9,15300615.0,15294398.0,696066124.96,685157570.75,10908554.21,13395708441.36,12316142318.66,31956630.33,21048076.12,1.4405,0.49,0.9488,55082887.0,0.2,38687892.0,0.14,30442910.0,0.11,44231195.0,0.16,168444885.0,0.62
2023-02,2023-02-28,2023-03-15,0001193125-23-070975,28.0,49.8951,31.0351,23.6082,6,25500957071.23,26770608346.25,25500957071.23,11058404071.23,15294398.0,15288605.0,651363943.15,641754177.8,9609765.35,12163601699.23,11574399134.92,29514304.36,19904539.01,1.5087,0.49,1.0175,57744015.0,0.22,40606780.0,0.15,31954694.0,0.12,47188946.0,0.18,177494435.0,0.66
2023-03,2023-03-31,2023-04-17,0001193125-23-103295,31.0,48.5647,28.2952,23.8749,5,25813382899.21,27098459550.94,25813382899.21,12516974899.21,15288605.0,15214747.0,649457711.14,637039411.02,12418300.12,12797267198.43,13146324466.52,36631440.11,24213139.99,1.6709,0.57,1.1044,56713995.0,0.21,38373220.0,0.14,31807793.0,0.12,47938169.0,0.18,174833177.0,0.65
2023-04,2023-04-30,2023-05-15,0001193125-23-144539,30.0,48.8656,30.2226,24.8457,5,26084238625.84,27392616305.15,26084238625.84,12786638625.84,15214747.0,15208690.0,673337895.94,662809007.1,10528888.84,12613853150.02,12916830480.11,32121603.46,21592714.62,1.4983,0.49,1.0072,51078201.0,0.19,41817358.0,0.15,31649575.0,0.12,48977445.0,0.18,173522579.0,0.63
2023-05,2023-05-31,2023-06-15,0001193125-23-167627,31.0,48.3131,29.045,24.6391,5,26354990068.68,27686720852.55,26354990068.68,13747046068.68,15208690.0,15202385.0,677965274.82,666430500.43,11534774.39,13022176626.52,13327437733.66,34509664.3,22974889.91,1.5417,0.52,1.0264,54798571.0,0.2,36653631.0,0.13,33856305.0,0.12,48326485.0,0.17,173634992.0,0.63
2023-06,2023-06-30,2023-07-17,0001193125-23-187935,30.0,50.2299,30.4834,24.771,7,26060983379.48,27399830806.56,26060983379.48,11454228379.48,15202385.0,15117315.0,695531857.06,684537143.54,10994713.52,13238085373.61,12979289843.2,35211158.79,24216445.27,1.6438,0.51,1.1306,56568613.0,0.21,39366916.0,0.14,30812113.0,0.11,49567008.0,0.18,176314650.0,0.64
2023-07,2023-07-31,2023-08-15,0001193125-23-213203,31.0,46.8785,29.2011,24.4913,7,26258383382.8,27628217506.13,26258383382.8,12255079382.8,15117315.0,15110828.0,683068374.94,672220283.65,10848091.29,12624220564.61,12858351204.1,36730636.17,25882544.88,1.647,0.49,1.1606,62469748.0,0.23,41168025.0,0.15,32663399.0,0.12,48147358.0,0.17,184448528.0,0.67
2023-08,2023-08-31,2023-09-15,0001193125-23-235954,31.0,47.8509,29.6644,24.9634,7,26116126436.0,27500538901.61,26116126436.0,12112822436.0,15110828.0,15104696.0,697769783.7,686135002.75,11634780.95,12983703605.7,12877651442.73,36204783.83,24570002.88,1.6323,0.52,1.1077,62382918.0,0.23,44814561.0,0.16,34265993.0,0.12,47052348.0,0.17,188515820.0,0.69
2023-09,2023-09-30,2023-10-16,0001193125-23-256698,30.0,47.8005,30.6493,24.7852,9,25827973089.64,27214695955.44,25827973089.64,10456518089.64,15104696.0,15015067.0,693181700.12,682476053.16,10705646.96,12483649833.86,12230780948.57,35284461.07,24578814.11,1.6621,0.5,1.1578,64570541.0,0.24,46342433.0,0.17,37223316.0,0.14,51174503.0,0.19,199310793.0,0.73
2023-10,2023-10-31,2023-11-15,0001193125-23-277699,31.0,46.3003,29.0137,24.0354,9,25973365050.66,27385458458.46,25973365050.66,10601910050.66,15015067.0,15008796.0,673128882.06,662001206.56,11127675.5,12357031923.96,12539104866.66,36680981.68,25553306.18,1.6628,0.5,1.1584,69513607.0,0.25,47904919.0,0.17,38471029.0,0.14,54313067.0,0.2,210202622.0,0.77
2023-11,2023-11-30,2023-12-15,0001193125-23-296465,30.0,47.6479,30.5089,24.5563,9,26535429725.91,27953931094.31,26535429725.91,11163974725.91,15008796.0,15002640.0,686679705.06,676397447.91,10282257.15,12375757480.19,12973197979.3,35375823.86,25093566.71,1.622,0.47,1.1506,70346510.0,0.25,51317455.0,0.18,40873391.0,0.15,58404989.0,0.21,220942345.0,0.79
2023-12,2023-12-31,2024-01-16,0001193125-24-008064,31.0,47.4769,28.9631,23.9838,9,27156684856.16,28590274061.16,27156684856.16,11785229856.16,15002640.0,14922372.0,697804702.87,687201180.51,10603522.36,13018127140.02,13684447054.2,45064783.93,34461261.57,1.9539,0.46,1.4941,70116032.0,0.25,50006789.0,0.17,40332365.0,0.14,59631298.0,0.21,220086483.0,0.77
2024-01,2024-01-31,2024-02-15,0001193125-24-037309,31.0,47.5038,29.8213,24.8585,9,25891634891.42,27331665189.64,25891634891.42,10520179891.42,14922372.0,14916023.0,726937017.98,716331781.41,10605236.57,13330459510.82,12104531316.32,39121770.24,28516533.67,1.7791,0.48,1.2968,69143630.0,0.25,51142852.0,0.19,42118635.0,0.15,62123076.0,0.23,224528193.0,0.82
2024-02,2024-02-29,2024-03-15,0001193125-24-068864,29.0,48.7129,31.5962,24.5899,9,25412846674.27,26842786830.49,25412846674.27,10041391674.27,14916023.0,14909276.0,695361977.14,683966863.26,11395113.88,12192159669.62,11758753968.03,45382515.56,33987401.68,2.2477,0.56,1.6833,69203536.0,0.26,48245780.0,0.18,40906185.0,0.15,61613270.0,0.23,219968771.0,0.82
2024-03,2024-03-31,2024-04-15,0001193125-24-095520,31.0,47.3313,29.9416,24.9811,9,25897054632.53,27325077670.84,25897054632.53,10525599632.53,14909276.0,14832288.0,688437468.55,676654745.88,11782722.67,12429158857.18,12955558538.19,42191722.75,30409000.08,1.9183,0.54,1.3826,69686474.0,0.26,49607373.0,0.18,39984376.0,0.15,61074236.0,0.22,220352460.0,0.81
2024-04,2024-04-30,2024-05-15,0001193125-24-139144,30.0,49.4372,31.3428,25.3222,11,25630675208.79,27051188583.24,25630675208.79,7972351208.79,14832288.0,14824783.0,713455576.77,701116261.52,12339315.25,12802790635.85,12582726895.5,46315683.39,33976368.14,2.1986,0.59,1.6128,63154230.0,0.23,50686558.0,0.19,39208888.0,0.14,59110016.0,0.22,212159693.0,0.78
2024-05,2024-05-31,2024-06-17,0001193125-24-162274,31.0,48.6377,30.6282,25.4374,11,25848112076.34,27271209441.51,25848112076.34,8189788076.34,14824783.0,14817753.0,710381052.29,696697407.61,13683644.68,12881701449.29,13142788551.45,43650234.61,29966589.93,1.9883,0.62,1.365,63061481.0,0.23,45725709.0,0.17,41640529.0,0.15,57441501.0,0.21,207869219.0,0.76
2024-06,2024-06-30,2024-07-15,0001193125-24-178944,30.0,48.458,31.6472,25.4354,11,25845951024.98,27269753956.88,25845951024.98,8188778024.98,14817753.0,14737600.0,714771705.21,704026904.71,10744800.5,12525478316.21,12565744266.65,42427001.8,31682201.3,1.9972,0.51,1.4914,63078896.0,0.23,46861251.0,0.17,37270769.0,0.14,59657567.0,0.22,206868483.0,0.76
2024-07,2024-07-31,2024-08-15,0001193125-24-201146,31.0,47.495,30.7158,25.5435,12,25792463155.39,27226679200.58,25792463155.39,6762706155.39,14737600.0,14731303.0,713474079.39,699606072.68,13868006.71,12684729617.3,12670462938.12,39221190.41,25353183.7,1.7904,0.63,1.1574,67170813.0,0.25,47840298.0,0.18,39184716.0,0.14,58031155.0,0.21,212226982.0,0.78
2024-08,2024-08-31,2024-09-16,0001193125-24-219437,31.0,48.1669,31.3514,26.0985,12,25738036909.16,27163460053.61,25738036909.16,6708279909.16,14731303.0,14724436.0,729846832.82,717409202.56,12437630.26,12837532841.07,12826171506.59,43064911.75,30627281.49,1.9701,0.57,1.4011,68149616.0,0.25,49049029.0,0.18,40464461.0,0.15,55661298.0,0.2,213324404.0,0.79
2024-09,2024-09-30,2024-10-15,0001193125-24-237444,30.0,47.4646,31.8168,25.5268,12,25515718556.34,26935123801.24,25515718556.34,6487112556.34,14724436.0,14642748.0,713494577.86,700840596.76,12653981.1,12216462535.3,12034568015.55,40423833.07,27769851.97,1.9275,0.6,1.3242,72172657.0,0.27,53782264.0,0.2,41258257.0,0.15,56163684.0,0.21,223376862.0,0.83
2024-10,2024-10-31,2024-11-15,0001193125-24-259625,31.0,47.3455,30.2035,24.9285,12,25729062512.21,27153334281.85,25729062512.21,6698154512.21,14642748.0,14635327.0,699548768.65,686588193.44,12960575.21,12483239813.78,12741596900.35,45013130.7,32052555.49,2.0599,0.59,1.4668,72697661.0,0.27,52548560.0,0.19,42331951.0,0.16,56970848.0,0.21,224549020.0,0.83
2024-11,2024-11-30,2024-12-16,0001193125-24-279339,30.0,48.4576,32.0933,25.2489,11,25939171559.83,27346315570.88,25939171559.83,10051122559.83,14635327.0,14628939.0,718413373.5,705480131.31,12933242.19,12467686259.48,12717525227.13,39729920.03,26796677.84,1.8635,0.61,1.2569,68243351.0,0.25,54720935.0,0.2,44157841.0,0.16,59624585.0,0.22,226746713.0,0.83
2024-12,2024-12-31,2025-01-15,0001193125-25-006879,31.0,49.8582,30.3995,24.5777,11,26872654596.12,28277897523.99,26872654596.12,10986907596.12,14628939.0,14416744.0,711293756.74,698078969.03,13214787.71,13363884721.01,14338945046.56,41577289.26,28362501.55,1.8217,0.58,1.2427,68110973.0,0.24,51902438.0,0.18,45971053.0,0.16,63453718.0,0.22,229438183.0,0.81
2025-01,2025-01-31,2025-02-18,0001193125-25-028381,31.0,49.2229,31.0803,25.2716,11,25474340667.94,26868390158.0,25474340667.94,9587442667.94,14416744.0,14409672.0,755375595.69,742434073.32,12941522.37,13668427774.52,12316133060.52,46019214.18,33077691.81,2.127,0.6,1.5288,63785355.0,0.24,51168914.0,0.19,41230012.0,0.15,66101923.0,0.25,222286203.0,0.83
2025-02,2025-02-28,2025-03-17,0001193125-25-055427,28.0,51.097,33.3144,24.1781,12,24703051850.08,26074378468.79,24703051850.08,7216153850.08,14409672.0,14401829.0,698576371.57,685421439.09,13154932.48,12148848014.73,11425106848.0,47547651.13,34392718.65,2.5091,0.69,1.8149,64962289.0,0.25,46479054.0,0.18,41771164.0,0.16,63594902.0,0.24,216807409.0,0.83
2025-03,2025-03-31,2025-04-15,0001193125-25-081225,31.0,48.3925,30.0985,24.0557,11,25300819385.41,26666976835.71,25300819385.41,9243646385.41,14401829.0,14104186.0,678545696.34,664135334.34,14410362.0,12352914399.54,12997740080.04,47058145.17,32647783.17,2.1899,0.67,1.5193,72867643.0,0.27,46418340.0,0.17,38150744.0,0.14,58499211.0,0.22,215935939.0,0.81
2025-04,2025-04-30,2025-05-15,0001193125-25-120563,30.0,50.5588,32.3256,25.2627,11,25209258022.5,26566400525.7,25209258022.5,9150934022.5,14104186.0,14097444.0,713223127.46,698629447.0,14593680.46,12791793048.24,12741236938.49,41005253.16,26411572.7,1.979,0.7,1.2747,64367027.0,0.24,52668806.0,0.2,38577802.0,0.15,55966387.0,0.21,211580021.0,0.8
2025-05,2025-05-31,2025-06-16,0001193125-25-141271,31.0,49.6719,31.1824,24.9054,12,25447441857.94,26797475459.38,25447441857.94,9674830857.94,14097444.0,13609288.0,709720744.85,695381391.18,14339353.67,12939318016.98,13219588640.93,42086788.51,27747434.84,1.9473,0.66,1.2838,65851416.0,0.25,47032352.0,0.18,42228193.0,0.16,55118950.0,0.21,210230912.0,0.78
2025-06,2025-06-30,2025-07-15,0001193125-25-159124,30.0,49.7907,31.9849,24.7268,12,25320760241.78,26664474983.63,25320760241.78,9549300241.78,13609288.0,13252850.0,711722815.8,696968948.8,14753867.0,12670455840.86,12586510465.26,42736240.56,27982373.56,2.0535,0.71,1.3446,64608092.0,0.24,48727608.0,0.18,37946927.0,0.14,56888162.0,0.21,208170788.0,0.78
2025-07,2025-07-31,2025-08-15,0001193125-25-181547,31.0,49.2207,31.0227,24.9995,14,25398900371.08,26744408585.25,25398900371.08,6769143371.08,13252850.0,13246482.0,706530371.51,691142889.95,15387481.56,12878479156.01,12995996866.0,39377580.69,23990099.13,1.8254,0.71,1.1121,66650398.0,0.25,47756863.0,0.18,40980915.0,0.15,55535854.0,0.21,210924030.0,0.79
2025-08,2025-08-31,2025-09-15,0001193125-25-203209,31.0,48.9061,31.4452,25.1319,13,25437003713.65,26775829148.85,25437003713.65,9378681713.65,13246482.0,12756227.0,720618963.65,705286118.07,15332845.58,12835658848.11,12916055721.54,42293530.86,26960685.28,1.9577,0.71,1.2479,61687011.0,0.23,49182023.0,0.18,38853067.0,0.15,55117911.0,0.21,204840012.0,0.77
2025-09,2025-09-30,2025-10-15,0001193125-25-239911,30.0,49.768,32.0513,24.6958,13,25032999517.31,26354325103.3,25032999517.31,8975828517.31,12756227.0,12446444.0,710930871.02,695954206.79,14976664.23,12659495425.67,12296322513.87,40831284.54,25854620.31,1.9845,0.73,1.2566,65860685.0,0.25,46372490.0,0.18,40270194.0,0.15,55585285.0,0.21,208088655.0,0.79
2025-10,2025-10-31,2025-11-17,0001193125-25-284299,31.0,49.0685,30.715,24.4045,12,25184535933.31,26503491723.69,25184535933.31,10269073933.31,12446444.0,12438913.0,697526486.01,681613659.78,15912826.23,12692755441.7,12888789890.44,44498032.74,28585206.51,2.0804,0.74,1.3364,66454877.0,0.25,48183759.0,0.18,36859952.0,0.14,54778215.0,0.21,206276803.0,0.78
2025-11,2025-11-30,2025-12-15,0001104659-25-121013,30.0,48.7797,31.799,24.4639,12,25706738868.62,27017225933.67,25706738868.62,10791276868.62,12438913.0,12432084.0,697604530.62,682801686.18,14802844.44,12284946849.08,12846526763.03,39376978.64,24574134.2,1.8637,0.7,1.1631,63345558.0,0.23,48797111.0,0.18,38837101.0,0.14,53723242.0,0.2,204703012.0,0.76
2025-12,2025-12-31,2026-01-15,0001104659-26-004016,31.0,51.1365,30.3808,24.0639,12,26416150944.19,27718924877.54,26416150944.19,11501838944.19,12432084.0,12380248.0,705012716.81,689643821.37,15368895.44,13583701691.23,14334819573.4,41705806.6,26336911.16,1.8589,0.69,1.1739,65452801.0,0.24,46713832.0,0.17,39819948.0,0.14,52684740.0,0.19,204671321.0,0.74
2026-01,2026-01-31,2026-02-17,0001104659-26-016122,31.0,50.2034,31.4326,25.1359,12,25236715881.57,26532307096.07,25236715881.57,10321253881.57,12380248.0,12373073.0,744299258.85,729087350.07,15211908.78,13703878956.45,12563532700.44,39088806.61,23876897.83,1.8237,0.71,1.114,60049869.0,0.23,48533924.0,0.18,37970911.0,0.14,55863809.0,0.21,202418513.0,0.76
2026-02,2026-02-28,2026-03-16,0001104659-26-028297,28.0,52.3124,34.2211,24.6026,12,24408962363.68,25683564207.34,24408962363.68,9493500363.68,12373073.0,12366594.0,700384357.44,686314507.69,14069849.75,12321803765.27,11531925807.38,37875560.0,23805710.25,2.0228,0.75,1.2714,61089365.0,0.24,44687251.0,0.17,40901482.0,0.16,56582676.0,0.22,203260775.0,0.79
2026-03,2026-03-31,2026-04-15,0001104659-26-043659,31.0,49.719,30.7224,24.4121,12,25072979641.64,26342413032.1,25072979641.64,10158667641.64,12366594.0,12338435.0,679294309.46,662891223.67,16403085.79,12540413035.83,13246820662.21,42390348.42,25987262.63,1.9906,0.77,1.2204,60069367.0,0.23,44334428.0,0.17,36974978.0,0.14,56788639.0,0.22,198167412.0,0.75
2026-04,2026-04-30,2026-05-15,0001104659-26-062140,30.0,52.1165,32.8033,25.4545,12,25021693115.26,26277744865.7,25021693115.26,10106231115.26,12338435.0,12331358.0,719812097.52,703523148.17,16288949.35,13067147099.63,13059664178.89,43803605.64,27514656.29,2.1299,0.79,1.3379,52376818.0,0.2,43629251.0,0.17,35687615.0,0.14,52140366.0,0.2,183834050.0,0.7
2026-05,2026-05-31,2026-06-15,0001104659-26-073918,31.0,50.5064,31.3116,25.0273,11,25437874394.74,26691654047.22,25437874394.74,11950985394.74,12331358.0,12324626.0,707658649.42,692159786.95,15498862.47,13058819891.9,13517248528.17,42247356.79,26748494.32,1.9555,0.72,1.2381,54367333.0,0.2,40217478.0,0.15,34134548.0,0.13,49907323.0,0.19,178626681.0,0.67
2026-06,2026-06-30,2026-07-15,0001104659-26-083820,30.0,52.2926,32.9226,25.5869,11,25169022223.3,26411990232.48,25169022223.3,11683283223.3,12324626.0,12318635.0,725218026.17,703238272.15,21979754.02,13302127061.7,13070153226.1,36878335.84,14898581.82,1.7827,1.06,0.7202,54886614.0,0.21,40588325.0,0.15,31524798.0,0.12,48884658.0,0.19,175884395.0,0.67
2026-07,2026-07-31,2026-08-17,0001104659-26-097714,31.0,50.7944,31.7408,25.4648,11,24930085370.0,26171740833.37,24930085370.0,11443196370.0,12318635.0,12312055.0,717972529.0,702036589.98,15935939.02,13210591321.12,13011122253.72,39467785.9,23531846.88,1.864,0.75,1.1114,52914095.0,0.2,40305716.0,0.15,32094421.0,0.12,45924272.0,0.18,171238503.0,0.65
